Index,Name,Engine,FuelType,KM,Year,Price,Location
441,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,45488,Louth
442,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,45488,Dublin
443,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,8450,Dublin
449,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,10950,Cork
452,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,3250,Limerick
453,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,18990,Limerick
454,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,18990,Waterford
455,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,7900,Kerry
458,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,1650,Waterford
459,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,14600,Waterford
462,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,16995,Cork
463,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,20745,Cork
464,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,20745,Kildare
465,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,6850,Kildare
466,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,6850,Clare
467,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,5600,Clare
468,Renault Laguna 2009,1.9,Diesel,181000,2009,5600,Sligo
469,Renault Laguna 2009,1.9,Diesel,181000,2009,13950,Sligo
470,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,13950,Waterford
471,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,13695,Waterford
472,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,13695,Dublin
473,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,10695,Dublin
477,Renault Megane Sport Tourer Dynamique ( One Owner,1.5,Diesel,165004,2018,6350,Dublin
478,Renault Zoe R135 Z.E 50 GT Line CCS Rapid Charge,0,Electric,8000,2021,1750,Kildare
479,Renault Clio Dynamique TCE 100 My19 5DR V,1,Petrol,17999,2020,17995,Cork
480,Renault Grand Scenic 1.5 DCI Expression 110 110BH,1.5,Diesel,241401,2011,22250,Dublin
482,Renault clio IV Dynamique,1.1,Petrol,106000,2013,26951,Meath
485,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,20995,Carlow
490,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,17950,Limerick
491,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,6999,Limerick
492,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,6999,Kerry
493,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,10250,Kerry
494,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,10250,Dublin
495,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,5950,Dublin
496,"Renault Clio, 2007",1.1,Petrol,201772,2007,5950,Kilkenny
497,"Renault Clio, 2007",1.1,Petrol,201772,2007,45488,Kilkenny
498,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,45488,Galway
499,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,8450,Galway
500,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,8450,Louth
501,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,3999,Louth
502,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,3999,Dublin
508,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,3250,Cork
509,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,18990,Cork
511,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,7900,Limerick
512,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,7900,Waterford
513,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,1650,Waterford
514,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,1650,Kerry
515,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,14600,Kerry
518,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,16995,Waterford
519,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,20745,Waterford
522,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,6850,Cork
523,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,5600,Cork
524,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,5600,Kildare
525,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,13950,Kildare
526,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,13950,Clare
527,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,13695,Clare
528,Renault Laguna 2009,1.9,Diesel,181000,2009,13695,Sligo
529,Renault Laguna 2009,1.9,Diesel,181000,2009,10695,Sligo
530,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,10695,Waterford
531,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,16995,Dublin
532,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,6350,Dublin
536,Renault Megane 1.3 TCe 140 GPF Play (059) 914177,1.3,Petrol,50500,2019,17995,Carlow
538,Renault Fluence 2016,1.5,Diesel,122852,2016,25490,Limerick
539,Renault Grand Scenic 1.5 DCI Expression 110 110BH,1.5,Diesel,241401,2011,26951,Dublin
541,Renault clio IV Dynamique,1.1,Petrol,106000,2013,15495,Meath
545,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,33949,Carlow
546,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,1700,Carlow
551,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,25950,Limerick
552,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,5950,Limerick
553,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,5950,Kerry
554,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,45488,Kerry
555,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,45488,Dublin
556,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,8450,Dublin
557,"Renault Clio, 2007",1.1,Petrol,201772,2007,8450,Kilkenny
558,"Renault Clio, 2007",1.1,Petrol,201772,2007,3999,Kilkenny
559,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,3999,Galway
562,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,10950,Louth
563,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,10950,Dublin
564,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,3250,Dublin
568,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,7900,Cork
571,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,1650,Limerick
572,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,14600,Limerick
573,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,14600,Waterford
574,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,16995,Waterford
575,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,16995,Kerry
576,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,20745,Kerry
579,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,6850,Waterford
580,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,5600,Waterford
583,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,13950,Cork
584,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,13695,Cork
585,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,13695,Kildare
586,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,10695,Kildare
587,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,10695,Clare
588,Renault Laguna 2009,1.9,Diesel,181000,2009,6350,Sligo
589,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,6350,Waterford
590,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,1750,Waterford
591,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,1750,Dublin
592,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,17995,Dublin
596,Car,1.5,Diesel,178790,2010,25490,Cork
597,Renault Fluence 2012,1.5,Diesel,140686,2012,26951,Limerick
598,RENAULT MASTER 2.3 LM35 DCI BUSINESS,2.3,Diesel,91000,2020,18450,Wicklow
599,Renault Grand Scenic 1.5 DCI Expression 110 110BH,1.5,Diesel,241401,2011,15495,Dublin
601,Renault clio IV Dynamique,1.1,Petrol,106000,2013,17449,Meath
602,Renault clio IV Dynamique,1.1,Petrol,106000,2013,55949,Meath
607,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,17950,Carlow
608,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,30870,Carlow
613,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,45488,Limerick
614,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,8450,Limerick
615,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,8450,Kerry
616,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,3999,Kerry
617,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,3999,Dublin
620,"Renault Clio, 2007",1.1,Petrol,201772,2007,10950,Kilkenny
621,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,10950,Galway
622,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,3250,Galway
623,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,3250,Louth
624,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,18990,Louth
625,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,18990,Dublin
629,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,1650,Cork
630,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,14600,Cork
633,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,20745,Limerick
634,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,20745,Waterford
635,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,6850,Waterford
636,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,6850,Kerry
637,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,5600,Kerry
640,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,13950,Waterford
641,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,13695,Waterford
644,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,10695,Cork
645,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,6350,Kildare
646,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,6350,Clare
647,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,1750,Clare
648,Renault Laguna 2009,1.9,Diesel,181000,2009,1750,Sligo
649,Renault Laguna 2009,1.9,Diesel,181000,2009,17995,Sligo
650,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,17995,Waterford
651,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,22250,Waterford
652,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,22250,Dublin
653,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,25490,Dublin
657,Renault KADJAR Iconic Blue DCI 115 (059)9141377,1.5,Diesel,42600,2020,18450,Carlow
658,Renault Megane 1.3 TCe 140 GPF Play (059) 914177,1.3,Petrol,50500,2019,15495,Carlow
659,Renault Clio E-tech HEV 140 My20 Hybrid Available,1.6,Petrol,20,2022,20995,Carlow
660,Renault Grand Scenic 1.5 DCI Expression 110 110BH,1.5,Diesel,241401,2011,41950,Dublin
661,Renault Grand Scenic 1.5 DCI Expression 110 110BH,1.5,Diesel,241401,2011,60239,Dublin
664,Renault clio IV Dynamique,1.1,Petrol,106000,2013,6300,Meath
665,Renault clio IV Dynamique,1.1,Petrol,106000,2013,9300,Meath
669,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,5950,Carlow
670,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,45488,Carlow
675,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,3999,Limerick
678,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,10950,Kerry
679,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,10950,Dublin
680,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,3250,Dublin
681,"Renault Clio, 2007",1.1,Petrol,201772,2007,3250,Kilkenny
682,"Renault Clio, 2007",1.1,Petrol,201772,2007,18990,Kilkenny
683,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,18990,Galway
684,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,7900,Louth
685,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,7900,Dublin
686,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,1650,Dublin
690,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,20745,Cork
693,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,6850,Limerick
694,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,5600,Limerick
695,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,5600,Waterford
696,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,13950,Waterford
697,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,13950,Kerry
698,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,13695,Kerry
701,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,10695,Waterford
703,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,6350,Cork
704,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,1750,Cork
705,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,1750,Kildare
706,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,17995,Kildare
707,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,17995,Clare
708,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,22250,Clare
709,Renault Laguna 2009,1.9,Diesel,181000,2009,22250,Sligo
710,Renault Laguna 2009,1.9,Diesel,181000,2009,25490,Sligo
711,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,25490,Waterford
712,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,26951,Waterford
713,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,26951,Dublin
714,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,18450,Dublin
718,Renault Grand Megane 2012,1.5,Diesel,129180,2012,20995,Wicklow
721,Renault Megane 1.3 TCe 140 GPF Play (059) 914177,1.3,Petrol,50500,2019,47950,Carlow
722,Renault Megane 1.3 TCe 140 GPF Play (059) 914177,1.3,Petrol,50500,2019,10250,Carlow
723,Renault Grand Scenic 1.5 DCI Expression 110 110BH,1.5,Diesel,241401,2011,10250,Dublin
724,Renault Grand Scenic 1.5 DCI Expression 110 110BH,1.5,Diesel,241401,2011,9300,Dublin
727,Renault clio IV Dynamique,1.1,Petrol,106000,2013,16450,Meath
728,Renault clio IV Dynamique,1.1,Petrol,106000,2013,5950,Meath
733,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,8450,Carlow
734,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,3999,Carlow
739,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,10950,Limerick
740,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,3250,Kerry
741,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,18990,Kerry
742,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,18990,Dublin
743,"Renault Clio, 2007",1.1,Petrol,201772,2007,7900,Kilkenny
744,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,7900,Galway
745,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,1650,Galway
746,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,1650,Louth
747,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,14600,Louth
748,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,14600,Dublin
753,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,6850,Cork
754,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,5600,Cork
757,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,13950,Limerick
758,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,13695,Limerick
759,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,13695,Waterford
760,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,10695,Waterford
761,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,10695,Kerry
763,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,6350,Waterford
764,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,1750,Waterford
767,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,17995,Cork
768,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,22250,Cork
769,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,22250,Kildare
770,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,25490,Kildare
771,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,25490,Clare
772,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,26951,Clare
773,Renault Laguna 2009,1.9,Diesel,181000,2009,26951,Sligo
774,Renault Laguna 2009,1.9,Diesel,181000,2009,18450,Sligo
775,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,18450,Waterford
776,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,15495,Waterford
777,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,15495,Dublin
778,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,20995,Dublin
782,Renault Fluence 2016,1.5,Diesel,122852,2016,10495,Limerick
783,Renault Fluence 2016,1.5,Diesel,122852,2016,9300,Limerick
786,Renault Megane Sport Tourer Dynamique ( One Owner,1.5,Diesel,165004,2018,16950,Dublin
787,Renault Megane Sport Tourer Dynamique ( One Owner,1.5,Diesel,165004,2018,16450,Dublin
788,Renault Grand Scenic 1.5 DCI Expression 110 110BH,1.5,Diesel,241401,2011,16450,Dublin
790,Renault clio IV Dynamique,1.1,Petrol,106000,2013,45488,Meath
796,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,18990,Limerick
797,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,7900,Dublin
798,"Renault Clio, 2007",1.1,Petrol,201772,2007,1650,Kilkenny
799,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,14600,Galway
800,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,16995,Louth
801,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,20745,Dublin
804,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,13950,Cork
806,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,10695,Limerick
807,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,6350,Kerry
809,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,17995,Waterford
811,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,25490,Cork
812,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,26951,Kildare
813,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,18450,Clare
814,Renault Laguna 2009,1.9,Diesel,181000,2009,15495,Sligo
815,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,20995,Waterford
816,Renault KADJAR 1.5 dCi 110 Energy Dynamique Nav,1.5,Diesel,118668,2018,60239,Dublin
822,Renault Captur dCi 90 Expression,1.5,Diesel,107000,2018,35249,Kildare
823,Renault Captur dCi 90 Expression,1.5,Diesel,107000,2018,5950,Kildare
824,Renault Megane Sport Tourer Dynamique ( One Owner,1.5,Diesel,165004,2018,5950,Dublin
825,Renault Megane Sport Tourer Dynamique ( One Owner,1.5,Diesel,165004,2018,45488,Dublin
826,Renault Grand Scenic 1.5 DCI Expression 110 110BH,1.5,Diesel,241401,2011,45488,Dublin
827,Renault Grand Scenic 1.5 DCI Expression 110 110BH,1.5,Diesel,241401,2011,8450,Dublin
830,Renault clio IV Dynamique,1.1,Petrol,106000,2013,3999,Meath
836,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,18990,Carlow
839,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,7900,Limerick
840,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,1650,Limerick
841,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,1650,Kerry
842,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,14600,Kerry
843,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,14600,Dublin
844,"Renault Clio, 2007",1.1,Petrol,201772,2007,16995,Kilkenny
845,"Renault Clio, 2007",1.1,Petrol,201772,2007,20745,Kilkenny
846,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,20745,Galway
847,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,6850,Galway
848,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,6850,Louth
849,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,5600,Louth
850,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,5600,Dublin
851,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,13950,Dublin
856,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,10695,Cork
858,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,6350,Limerick
859,2016 Renault Fluence Limited Edition 1.5 dci,1.5,Diesel,156855,2016,1750,Limerick
860,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,1750,Waterford
861,Renault KADJAR Alloy Wheels  Chrome Trim  Front F,1.5,Diesel,79800,2016,17995,Waterford
862,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,17995,Kerry
863,2013 RENAULT CLIO 1.2 PETROL NCT 7/23 TAXED 1/23,1.2,Petrol,145000,2013,22250,Kerry
866,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,25490,Waterford
867,Renault Clio Automatic Lights and Wipers  Multifu,1,Petrol,60872,2021,26951,Waterford
870,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,18450,Cork
871,Renault KADJAR S-edition Blue dCi,1.5,Diesel,29200,2019,15495,Cork
872,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,15495,Kildare
873,Renault Scenic Play Blue DCI 120 My18,1.8,Diesel,9,2020,20995,Kildare
874,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,20995,Clare
875,Renault KADJAR 1.5 Diesel Dynamique S Nav,1.5,Diesel,124612,2017,41950,Clare
876,Renault Laguna 2009,1.9,Diesel,181000,2009,60239,Sligo
877,Renault Laguna 2009,1.9,Diesel,181000,2009,47950,Sligo
878,** € 9 PER DAY ** 191 RENAULT CLIO,0.9,Petrol,54786,2019,12500,Waterford
884,Renault Fluence 1.5 DCI 95 Limited (059) 9141377,1.5,Diesel,98500,2015,8450,Carlow
885,Renault Fluence 1.5 DCI 95 Limited (059) 9141377,1.5,Diesel,98500,2015,3999,Carlow
886,Renault Arkana S Edition E-tech Hybrid 145 Auto,1.6,Petrol,7599,2022,3999,Laois
890,Renault clio IV Dynamique,1.1,Petrol,106000,2013,3250,Meath
892,Renault Grand Scenic 1.5 DCI Dynamique NAV 110BHP,1.5,Diesel,165242,2018,7900,Carlow
895,Renault Megane Sport Tourer Iconic TCE 5DR,1.3,Petrol,49265,2019,16995,Limerick
896,2010 Renault Fluence just NCT passed,1.5,Diesel,186000,2010,20745,Kerry
897,Renault Grand Scenic Long Nct  Leather  Pristine,1.5,Diesel,160934,2012,6850,Dublin
898,"Renault Clio, 2007",1.1,Petrol,201772,2007,5600,Kilkenny
899,Renault Trafic Trafic Ll29 Energy DCI 125 BUS,1.6,Diesel,130548,2017,13950,Galway
900,Renault Grand Scenic 1.5 DCI  bose 7 Seater,1.5,Diesel,122103,2016,13695,Louth
901,Renault Clio Dynamique TCe 90,1,Petrol,11014,2022,10695,Dublin
903,Renault Fluence 1.5 Limited Saloon Diesel Manual,1.5,Diesel,183295,2016,1750,Cork
